Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,6,No,0,Developer,,"Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,32000,Neto,3,2,No,No recibo bono,Uno,15,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Part-Time,19000,Bruto,2,3,No,No recibo bono,No,0,101-200,Sí,Desafíos profesionales,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Viajes al exterior"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,9,Menos de un año,Sí,4,Designer,,,,,,,,,,Full-Time,32000,Neto,4,4,No,No recibo bono,No,0,1001+,Sí,Desafíos profesionales,"Aumento por inflación, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3,2,No,0,Developer,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Part-Time,15000,Neto,3,4,Menos de un sueldo,Mix de las anteriores,Dos,10,11-50,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,Sí,5,QA / Tester,,,"Go, Javascript, Ruby, Scala",Automation,"RSpec, Selenium, Cucumber, Protractor, etc",,,,,Remoto (empresa de otro país),80000,Neto,4,4,Menos de un sueldo,Performance de la compañía,No,0,201-500,No,No cambié de empresa,"Stock options / Shares, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,IT Account Manager,,,,,,,,,,Full-Time,37000,Bruto,2,3,3+ sueldos,Mix de las anteriores,Uno,20,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,1,No,0,Architect,,,,,,,,,,Full-Time,24000,Bruto,2,2,No,No recibo bono,Dos,10,101-200,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,4,Sí,4,SysAdmin / DevOps,"AIX, HP-UX, Linux, Solaris, Windows, VMWare","C, C++",,,,,"Sí, pasiva",0,Neto,Full-Time,40000,Bruto,3,2,No,No recibo bono,Uno,30,101-200,No,No cambié de empresa,"Laptop, Playroom, Snacks, golosinas, bebidas"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,8,Menos de un año,No,0,QA / Tester,,,Java,Mix,Selenium,,,,,Full-Time,30000,Bruto,3,3,No,No recibo bono,No,0,11-50,Sí,Salario,"Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Developer,,Ruby,,,,,No,0,Neto,Remoto (empresa de otro país),100000,Bruto,3,4,No,No recibo bono,No,0,201-500,Sí,Desafíos profesionales,"Clases de idiomas, Horarios flexibles, Laptop"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,Sí,25,Developer,,".NET, Assembler, C++, HTML, Java, jQuery, PHP",,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,2,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Viajes al exterior, Viáticos"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,7,3,Sí,5,Developer,,ABAP,,,,,No,0,Porcentaje de mi sueldo,Full-Time,35000,Bruto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Clases de idiomas, Descuentos en gimnasios"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,4,No,0,QA / Tester,,,"HTML, Javascript, PHP, sql",Funcional,"Selenium, Test Complete",,,,,Full-Time,29500,Bruto,3,3,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Architect,,,,,,,,,,Full-Time,15000,Bruto,2,3,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,No,0,DBA,,,,,,"Hadoop, MySQL/MariaDB","Sí, pasiva",0,Bruto,Full-Time,19500,Neto,2,2,No,No recibo bono,Uno,13,51-100,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,Sí,2,Servicios Profesionales,,,,,,,,,,Full-Time,30000,Neto,3,2,No,No recibo bono,Dos,11,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,9,7,Sí,2,Recruiter,,,,,,,,,,Full-Time,40000,Bruto,2,2,3+ sueldos,Performance de la compañía,Uno,14,51-100,No,Desafíos profesionales,"Bonos por desempeño, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,No,0,Developer,,"Python, Scala",,,,,No,0,Porcentaje de mi sueldo,Full-Time,34000,Neto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,21,1001+,No,Desafíos profesionales,"Bonos por desempeño, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,3,No,0,Architect,,,,,,,,,,Full-Time,37500,Bruto,2,3,No,Performance individual,No,0,51-100,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,Sí,8,Leader,,,,,,,,,,Full-Time,63000,Bruto,1,2,De uno a tres sueldos,Mix de las anteriores,Uno,20,1001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3,No,0,Ventas,,,,,,,,,,Full-Time,55000,Neto,2,2,De uno a tres sueldos,Performance individual,Uno,12,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, Viáticos, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2,No,0,QA / Tester,,,Ruby,Automation,"Selenium, Watir",,,,,Full-Time,25000,Neto,3,2,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Clases de idiomas, Descuentos en gimnasios, Laptop"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,7,Menos de un año,No,0,QA / Tester,,,HP ALM,Funcional,HP LoadRunner,,,,,Full-Time,33000,Bruto,4,4,Menos de un sueldo,Performance individual,No,0,501-1000,Sí,estaba sin trabajo hacia 2 meses,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Recursos Humanos,,,,,,,,,,Full-Time,45000,Bruto,3,3,De uno a tres sueldos,Performance de la compañía,No,0,11-50,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,5,No,0,Architect,,,,,,,,,,Full-Time,47300,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,9,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,2,No,0,Architect,,,,,,,,,,Full-Time,37000,Bruto,3,2,No,No recibo bono,Uno,15,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,1,No,0,Consultor en ciberseguridad,,,,,,,,,,Full-Time,13900,Neto,2,1,No,No recibo bono,No,0,501-1000,No,Desafíos profesionales,"Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare",".NET, C++, HTML",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,2,2,No,No recibo bono,Uno,10,51-100,Sí,Mejores beneficios,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1,No,0,QA / Tester,,,"C#, HTML",Mix,Selenium,,,,,Full-Time,36000,Neto,3,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,3,No,0,SysAdmin / DevOps,"Windows, Azure, Docker / Containers, VMWare",Powershell,,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,1,1,Menos de un sueldo,Performance individual,Uno,10,1001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Developer,,".NET, C#, HTML, Javascript, jQuery, AngularJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,46000,Bruto,4,4,3+ sueldos,Performance individual,No,0,101-200,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,5,No,0,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,29500,Neto,2,3,No,No recibo bono,Uno,25,51-100,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Developer,,Java,,,,,No,0,Bruto,Full-Time,36000,Bruto,3,3,De uno a tres sueldos,Performance individual,Uno,24,51-100,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,Architect,,,,,,,,,,Freelance,100000,Neto,4,3,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Comidas pagas/subvencionadas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,Sí,16,Architect,,,,,,,,,,Full-Time,70000,Bruto,1,2,De uno a tres sueldos,Performance de la compañía,Uno,10,501-1000,Sí,Salario,"Bonos por desempeño, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Guardería, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,1,No,0,Developer,,"CSS, HTML, Java, Javascript",,,,,No,0,Neto,Full-Time,21000,Neto,3,2,No,No recibo bono,Uno,15,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,1,SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Docker / Containers","HTML, Java, Javascript, NodeJS, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,36000,Neto,3,3,Menos de un sueldo,Performance de la compañía,No,0,11-50,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Neto,Full-Time,39000,Bruto,3,2,No,No recibo bono,Uno,12,51-100,No,No cambié de empresa,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,7,No,0,SysAdmin / DevOps,"AIX, HP-UX, Linux","HTML, Java",,,,,No,0,Porcentaje de mi sueldo,Full-Time,20000,Bruto,1,1,No,No recibo bono,Uno,10,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Guardería, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Designer,,,,,,,,,,Full-Time,36000,Bruto,3,3,No,No recibo bono,Uno,20,11-50,Sí,Salario,"Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,6,Sí,4,Recruiter,,,,,,,,,,Full-Time,36000,Bruto,3,2,No,No recibo bono,Uno,9,501-1000,No,No cambié de empresa,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Playroom"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Integration Consultant,,,,,,,,,,Full-Time,30000,Neto,2,2,3+ sueldos,Performance individual,No,0,101-200,No,No cambié de empresa,"Capacitaciones y/o cursos, Laptop, Snacks, golosinas, bebidas, Viajes al exterior"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1,No,0,SysAdmin / DevOps,"Linux, Windows, Docker / Containers, VMWare","Java, Perl, Python",,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),45213,Bruto,3,3,No,No recibo bono,Uno,28.9,501-1000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Laptop"
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,6,2,Sí,2,Developer,,"Javascript, NodeJS, React",,,,,"Sí, pasiva",0,Bruto,Full-Time,56000,Bruto,4,3,De uno a tres sueldos,Mix de las anteriores,Dos,18,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,Sí,2,Architect,,,,,,,,,,Full-Time,31000,Neto,2,2,No,No recibo bono,Uno,5,11-50,No,No cambié de empresa,"Aumento por inflación, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,5,Architect,,,,,,,,,,Full-Time,50000,Bruto,3,1,Menos de un sueldo,Performance grupal,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript",,,,,No,0,Bruto,Full-Time,34000,Bruto,3,3,De uno a tres sueldos,Performance individual,No,0,501-1000,Sí,La anterior era una mierda,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,4,3,No,0,Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Bruto,Full-Time,26650,Neto,4,4,No,No recibo bono,Uno,30,11-50,No,No cambié de empresa,"Aumento por inflación, Ninguna de las anteriores"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,Sí,2,Architect,,,,,,,,,,Full-Time,31000,Neto,2,2,No,No recibo bono,Uno,5,11-50,No,No cambié de empresa,"Aumento por inflación, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,8,4,No,0,Developer,,pl/sql,,,,,"Sí, activa",15,Porcentaje de mi sueldo,Full-Time,41000,Bruto,2,2,De uno a tres sueldos,Mix de las anteriores,Dos,20,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,5,3,No,0,Analista Funcional,,,,,,,,,,Full-Time,25000,Neto,2,2,No,No recibo bono,Uno,17,51-100,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3,No,0,Functional Analyst,,,,,,,,,,Full-Time,41000,Bruto,1,1,Menos de un sueldo,Performance individual,No,0,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, Masajes, Playroom, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,7,Menos de un año,No,0,SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Docker / Containers","Python, Ruby",,,,,No,0,Bruto,Remoto (empresa de otro país),60000,Bruto,4,4,No,No recibo bono,Uno,15,51-100,Sí,Salario,"Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,Sí,8,Architect,,,,,,,,,,Full-Time,45000,Bruto,3,3,De uno a tres sueldos,Performance individual,Dos,10,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,2,Sí,1,HelpDesk,,,,,,,"Sí, pasiva",138,Neto,Full-Time,20000,Neto,3,2,No,No recibo bono,Dos,20,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,9,3,No,0,Seguridad informática ,,,,,,,,,,Full-Time,43000,Neto,3,2,No,0,No,0,201-500,No,No cambié de empresa,Guardería
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,4,No,0,HelpDesk,,,,,,,"Sí, pasiva",1500,Neto,Full-Time,25000,Neto,2,2,Menos de un sueldo,Performance individual,Uno,15,101-200,No,No cambié de empresa,Ninguna de las anteriores
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,Menos de un año,1,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17960,Bruto,2,3,Menos de un sueldo,Performance de la compañía,Uno,25,501-1000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,2,No,0,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Bruto,Full-Time,18700,Neto,3,4,Menos de un sueldo,Performance individual,No,0,11-50,Sí,Salario,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,5,Sí,130,MANAGEMENT,,,,,,,,,,Full-Time,100000,Bruto,3,3,No,No recibo bono,Dos,23,101-200,Sí,Desafíos profesionales,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
